江丙坤 陈美惠
陈立夫 陈果夫
陈立夫 陈其业
曹二庚 郭春山
张寿臣 常宝堃
张寿臣 张诚甫
孙皓 孙权
孙皓 孙和
孙皓 孙瑾
黎兵 甘萍
钱妙花 黄笑笑
钱妙花 袁雪芬
钱妙花 傅全香
钱妙花 钱妙英
钱妙花 任伯棠
杨立铭 夏培肃
陈果夫 陈其美
徐慕兰 徐佩瑶
范志毅 李茏怡
范志毅 李倩
范志毅 徐根宝
段奕宏 王瑾
吴雁泽 林西琳
吴雁泽 喻宜萱
吴雁泽 姜家祥
关楚耀 关维麟
丰子恺 丰陈宝
丰子恺 丰璜
丰子恺 夏丏尊
陈小旺 陈照奎
陈小旺 陈发科
刘国栋 刘国梁
辽景宗耶律贤 辽世宗
李世霖 李乐亭
羊献容 刘曜
羊献容 羊玄之
金惠秀 金东勋
车杜里 车范根
甘夫人 刘备
朱玉峰 董洪松
夏宇童 黄子佼
谭雪 王敬之
谭雪 王海滨
谭雪 谭富有
刘曜 刘胤
刘曜 刘阐
刘曜 刘熙
迟浩田 姜青萍
迟浩田 迟星北
阎立品 新凤霞
阎立品 徐艳琴
戴永革 张兴梅
邓殿奎 李文通
郭广昌 梁信军
郭广昌 吴加清
汪成荣 孙英杰
梁欢 英达
梁欢 梁天
梁欢 英如镝
梁欢 梁左
贺锡敬 徐若瑄
袁克桓 陈启泰
袁克桓 陈徵
杨长智 关心妍
孙周 孙淳
火亮 钟少珍
火亮 胡燕
巴尔德斯 普约尔
陈独秀 陈乔年
陈独秀 陈延年
陈独秀 陈鹤年
陈独秀 高大众
陈独秀 陈松年
陈独秀 潘兰珍
陈再道 邓小平
陈再道 刘伯承
萧绰 萧思温
海霞 李梓萌
蔡旻纹 林传凯
蔡旻纹 蔡依林
白凯南 贾玲
江口洋介 森高千里
杨南日 杨紫琼
丁小芳 金月升
曾布 曾巩
黑嘉嘉 黑南苹
马宗慧 金碧艳
戴庚玲 麦浚龙
李敬元 李孝贞
张继青 沈丰英
周建南 周小川
马晓天 马载尧
李静 戴军
李静 黄小茂
曹世才 曹世嘉
曹世才 曹瑞石
曹世才 曹二庚
王京阳 叶静子
王京阳 王兵
猪哥亮 邢峰
猪哥亮 高凌风
猪哥亮 倪敏然
猪哥亮 张菲
猪哥亮 谢金燕
元奎 元德
元奎 成龙
元奎 于占元
钟懿 钟镇涛
刘兰芳 王岩
孔海珠 茅盾
马岳梁 吴英华
马岳梁 吴公藻
马岳梁 吴鉴泉
马岳梁 马江豹
蒋万安 蒋惠筠
蒋万安 蒋惠兰
蒋万安 蒋介石
蒋万安 石舫亘
刘邦 吕雉
胡美 朱芳雨
程继仙 叶盛兰
靓次伯 雏凤鸣
靓次伯 任剑辉
靓次伯 金山炳
靓次伯 白驹荣
刘秋宏 孙琳琳
刘秋宏 张会
蒙毅 蒙武
陈勋奇 叶倩文
陈勋奇 王家卫
陈勋奇 王福龄
王敏德 王盛德
王敏德 马诗慧
王敏德 张天爱
服部半藏 德川家康
杜志国 杜淳
陈华癸 汤佩松
张謇 翁同龢
张謇 吴长庆
张謇 袁世凯
张謇 张孝若
张謇 蔡元培
刘亚楼 翟云英
窦靖童 窦唯
窦靖童 李亚鹏
窦靖童 窦家媛
窦靖童 夏桂影
真雩 天成子
张浩 涂俊明
张浩 林彪
何启 何福堂
皇甫谧 皇甫方回
皇甫谧 皇甫叔侯
皇甫谧 皇甫叔献
白浪 郎平
罗便臣 尼亚
伊利丹 法斯琪
邓朴方 邓小平
邓朴方 卓琳
康生 陈宜
康生 曹轶欧
康生 张子石
邓继增 陈鸣志
池珍熙 李秀妍
费俊龙 费长宝
费俊龙 聂海胜
邓光荣 严珍纳
森园美咲 石川佳纯
森园美咲 板野友美
王玉蓉 王瑶卿
王玉蓉 小王玉蓉
王玉蓉 胡铁耕
王玉蓉 陈巨来
夏侯惇 夏侯廉
黄玉莹 冯辅庄
胡雪岩 王有龄
胡雪岩 翠环
胡雪岩 阳琪
薛嘉麟 薛世恒
毕文静 王鹏
胡茵梦 李敖
金万昌 韩万祥
金万昌 张德海
苏西莲 战殊
侯君集 李靖
侯君集 房玄龄
侯君集 长孙无忌
侯君集 李世民
郭沫若 郭博
郭沫若 于立群
郭沫若 郭民英
郭沫若 郭平英
郭沫若 郭世英
郭沫若 郭和夫
蔡少芬 吴奇隆
蔡少芬 张楚儿
蔡少芬 蔡少雄
蔡少芬 张晋
常连安 常宝华
易小准 彭壮壮
巧姐 贾琏
巧姐 王仁
巧姐 王熙凤
巧姐 贾母
蔡和森 向警予
蔡和森 蔡畅
蔡和森 李富春
蔡和森 蔡博
王诗龄 王岳伦
王诗龄 李湘
何伟凌 何非凡
王烁 范冰冰
王烁 王志才
王烁 周迅
王烁 王艳
王烁 牛萌萌
巩天阔 潘阳
巩天阔 金珠
巩天阔 巩汉林
刘政会 李世民
刘政会 程知节
刘政会 虞世南
范霞 王学圻
任剑辉 谭兰卿
任剑辉 红线女
任剑辉 龙剑笙
任剑辉 陈皮梅
任剑辉 文良玉
任剑辉 白雪仙
任剑辉 梁醒波
任剑辉 谭倩红
任剑辉 薛觉先
任剑辉 靓次伯
刘伶 嵇康
刘伶 阮籍
李伯培 奚啸伯
李伯培 张荣培
乔传秀 周国富
李显龙 黄名扬
李显龙 吴作栋
李显龙 何晶
李显龙 李光耀
李国能 李国宝
丛兆桓 丛珊
伍云甫 熊天荆
叶公超 陈香梅
李堂堂 陈建梅
李涛 叶剑英
祁宏 沈谦倩
苏童 叶兆言
苏童 张艺谋
诸葛亮 诸葛珪
诸葛亮 刘备
诸葛亮 诸葛瑾
诸葛亮 诸葛乔
诸葛亮 诸葛均
诸葛亮 诸葛圭
诸葛亮 诸葛怀
诸葛亮 诸葛尚
叶璇 吴卓羲
叶璇 林峰
叶璇 霍建华
柯棣华 郭庆兰
柯棣华 柯印华
赵培鑫 魏莲芳
赵培鑫 裘盛戎
赵培鑫 孟小冬
何泽慧 钱思进
何泽慧 钱民协
何泽慧 钱三强
何泽慧 何怡贞
刘开渠 程丽娜
石齐 丁尚谦
高丽虹 洪金宝
罗尔纲 陈婉芬
罗尔纲 胡适
高凤山 罗荣寿
高凤山 高德亮
高凤山 王学义
高凤山 曹德奎
高凤山 崔琦
高凤山 侯宝林
黄秋生 刘青云
黄秋生 黄一一
师胜杰 师世元
张默 邓婕
张默 罗秀春
张默 叶璇
张默 张国立
张琴秋 沈泽民
张琴秋 张玛娅
梁锦松 伏明霞
梁锦松 梁皓嘉
梁锦松 梁司渝
陶晴贤 大内义隆
胡蝶 潘有声
胡蝶 林雪怀
袁信义 袁祥仁
郑幸娟 郑庆香
陈若仪 小小志
陈若仪 林志颖
殷离 金花婆婆
殷离 殷素素
殷离 张无忌
刘伯玲 赵贞玉
毕渊明 毕伯涛
江世俊 江石溪
朴树 张亚东
戴福铸 戴国恒
吴君如 陈可辛
毛东东 毛甜懿
毛东东 毛新宇
董存瑞 孙珍
董存瑞 董全忠
卢武铉 权良淑
王宠惠 杨兆良
王宠惠 王大闳
苗文华 桑振君
曹云金 刘云天
萧亚轩 祝钒刚
萧亚轩 李安卓
萧亚轩 萧圣谚
贾君 贾海平
叶童 陈国熹
何超盈 何鸿燊
何超盈 梁安琪
李商隐 李嗣
马晗 刘莹
慈禧 咸丰
孟庆南 孟凡博
孟庆南 王丽丽
贾后 郭槐
萧克 萧克允
萧克 萧星华
叶飞 陆一婵
施易男 林心如
马秋仙 王银柱
马秋仙 郭兰英
胡恩勇 肖燕娟
王君安 李敏
王君安 尹桂芳
万方 曹禺
万方 苏蓬
潘迪生 余桂珠
潘迪生 潘锦溪
潘迪生 杨紫琼
白鸟库吉 原田淑人
白鸟库吉 和田清
王觉侠 王培林
李公律 周传瑛
洪一峰 洪荣宏
洪一峰 陈爱玲
石原慎太郎 石原伸晃
石原慎太郎 石原延启
石原慎太郎 石原裕次郎
梁赞 梁博俦
梁赞 梁二娣
梁赞 梁春
蒋得元 蒋孝严
李硕勋 赵君陶
丫蛋 王金龙
李贞 张启龙
李贞 古天顺
曹雪芹 曹玺
杨威 邢傲伟
杨威 黄玉斌
杨威 杨云
杨威 李小鹏
张韶轩 张韶涵
李倩 范志毅
杨思琦 李泳豪
陈矫 陈骞
陈矫 陈粲
程颐 吕大临
程颐 游酢
程颐 程颢
程颐 司马光
程颐 谢良佐
叶绍德 林家声
叶绍德 方文正
兰德里 姚明
兰德里 布鲁克斯
鲜灵霞 小鲜灵霞
鲜灵霞 崔连润
鲜灵霞 王媛
焦姣 黄宗迅
任继愈 冯钟芸
沈从文 沈虎雏
姚贝娜 姚峰
练海棠 伍咏薇
阮玲玉 唐季珊
阮玲玉 张达民
崔始源 金希澈
张璇 常昊
辽景宗 辽圣宗耶律隆绪
辽景宗 怀节萧氏
辽景宗 辽世宗
红孩儿 牛魔王
何超贤 何鸿燊
骆莉娜 孙兴
金喜善 朴周永
黄伯俊 侯佩岑
黄家驹 叶世荣
李依依 柯伟
夏侯光姬 司马睿
夏侯光姬 司马觐
陈慧佳 刘连云
金莎 林俊杰
冯远征 梁丹妮
毛阿敏 解丰鸣
毛阿敏 张勇
毛阿敏 解植坤
张栩 林海峰
张栩 吴清源
张栩 小林泉美
张栩 张心澄
高凌风 金友庄
张紫仙 张连福
张恨水 徐文淑
张恨水 胡秋霞
张恨水 周淑云
包陪庆 包玉刚
包陪庆 苏海文
黄雅珉 张世
杨鸣 张庆鹏
张清芳 宋学仁
孙芸芸 廖镇汉
孙芸芸 廖伟志
孙芸芸 孙道存
孙芸芸 孙莹莹
马连良 王慧如
马连良 马崇义
李嫣 李亚鹏
朱丹 林涵
朱丹 宋柯
福康安 傅恒
李依琳 林珍奇
成吉思汗 察合台
成吉思汗 窝阔台
成吉思汗 阿剌海别吉
成吉思汗 术赤
查尔斯 戴安娜
查尔斯 卡米拉
查尔斯 威廉王子
郭荣起 马德禄
郭荣起 赵佩茹
郭荣起 朱相臣
经亨颐 廖承志
经亨颐 经普椿
郑板桥 郑之本
柴静 冯唐
刘长卿 章八元
李鸣岩 李多奎
李鸣岩 沈文莉
李鸣岩 李宏
佐藤久佳 北岛康介
王心凌 郑元畅
王心凌 徐美珠
吴建豪 安七炫
吴建豪 姚凤凤
吴建豪 Arissa
吴建豪 朱孝天
吴建豪 周渝民
苏志威 蔡一智
欧锦棠 万斯敏
魏延 刘备
刘元彤 梅兰芳
叶霞翟 胡宗南
胡荣华 何顺安
朱盛富 朱文英
朱盛富 朱湘泉
刘质平 弘一法师
郑小龙 郑月霞
郑小龙 古龙
李银河 王小波
马珏 马裕藻
马珏 陈德馨
柳永 倩娘
陈盛泰 陈富涛
陈盛泰 陈金爵
杨国强 杨艳池
杨国强 杨子莹
杨国强 杨惠妍
吕碧城 吕凤歧
吕碧城 吕坤秀
吕碧城 吕美荪
竺水招 竺小招
竺水招 商芳臣
竺水招 尹桂芳
甘婷婷 吴奇隆
翁狄森 蒋怡
松隆子 佐桥佳幸
松隆子 松本幸四郎
毛岸英 毛泽东
江户川柯南 吉田步美
高闯 新凤霞
黄圣依 周星驰
黄圣依 吴敬琏
张靓颖 冯轲
唐宁 邓伟杰
林凤娇 成龙
林凤娇 房祖名
钱学森 钱永刚
钱学森 蒋英
钱学森 钱镠
钱学森 钱永真
梁思成 林洙
梁思成 梁再冰
宋青书 宋远桥
叶永烈 杨蕙芬
梅泽由香里 加藤正夫
梅泽由香里 吉原慎也
廖一梅 孟京辉
黄水泉 黄金山
冯潇霆 赵盈
张之洞 左宗棠
张之洞 徐致祥
张之洞 李鸿章
王赞策 陈德容
蒋梦婕 林申
敬一丹 王梓木
黄日华 梁洁华
单联丽 侯耀文
洪文安 陈冠希
刘翔 刘学根
刘翔 史冬鹏
刘翔 孙海平
刘翔 尹靖
刘翔 吉粉花
马小曼 梅兰芳
马小曼 燕守平
曹睿 曹丕
曹睿 曹操
曹睿 曹植
赵婷婷 郑波
赵婷婷 杨维
赵婷婷 魏轶力
罗章龙 黄现璠
罗章龙 邓中夏
罗章龙 陈独秀
沈湘 迪里拜尔
沈湘 殷秀梅
沈湘 关牧村
沈湘 李晋玮
薛永年 夏雨田
薛永年 王树田
薛永年 范志强
薛永年 韩子康
于云霆 于谦
钱小豪 郭秀云
钱小豪 钱嘉乐
吴淑珍 赵建铭
吴淑珍 陈幸妤
吴淑珍 陈致中
吴淑珍 黄睿靓
陆喜才 陆富来
陆喜才 陆凤琴
马敬伯 马三立
马敬伯 马志明
马敬伯 马桂元
张翠山 殷素素
张翠山 宋远桥
张翠山 张三丰
张翠山 俞莲舟
张翠山 俞岱岩
张翠山 张无忌
刘涛 王珂
曹斯杰 曹忆非
曹斯杰 郭晓玲
曹斯杰 孙美华
曹斯杰 曹麟根
曹斯杰 郭台铭
曹斯杰 郭守正
杨采妮 金城武
四驱兄弟 星马豪
王瑾 段奕宏
丛珊 丛兆桓
丛珊 萧锋
枣祗 枣嵩
枣祗 枣处
马化腾 马陈术
陈正薇 梅兰芳
陈正薇 陈大悲
皮黔生 皮晓萌
王世霞 王瑶卿
王世霞 王丽卿
李应生 徐宗汉
李应生 李沛基
谭志道 谭鑫培
谭志道 谭富英
曹禺 万德尊
曹禺 万方
曹禺 郑秀
周武王 周文王
周武王 姬昌
周武王 周成王
黄百禄 陈水扁
黄百禄 陈致中
黄百禄 黄睿靓
邓永佳 邓丽君
甄家平 甄妮
黄百韬 柳碧云
余紫云 余胜荪
蔡明 郭达
蔡明 丁丁
杜琪峰 游乃海
杜琪峰 韦家辉
张艺谋 张末
加内特 奥尼尔
毛远新 毛泽民
毛远新 毛泽东
毛远新 朱丹华
毛远新 方志纯
孙协志 韩瑜
孙协志 5566
孙协志 王绍伟
张文涓 陈秀华
马步青 马麒
马步青 马元海
张宝英 崔兰田
张东健 廉静儿
宛萍 濮方
宛萍 濮存昕
焦跃进 焦裕禄
郑小瑛 郑苏
杨澄甫 郑曼青
杨澄甫 杨振铎
杨澄甫 杨振铭
黄铁良 佟守本
黄铁良 尹笑声
黄铁良 黄仲华
黄铁良 侯宝林
黄铁良 何德利
伏羲 华胥
伏羲 女娲
汤一介 乐黛云
王莉 赵学义
樊少皇 樊梅生
朱颖文 陈勤
朱颖文 徐仁惠
朱颖文 周意男
罗秀春 张国立
徐根宝 胡志军
徐根宝 范志毅
徐根宝 王后军
徐根宝 谢晖
徐根宝 张琳芃
胡为真 胡宗南
胡为真 叶霞翟
顾谦 尚长荣
他信 朴乍曼
孝景皇后 臧儿
杨澜 吴征
邓拓 丁一岚
林永健 周冬齐
伍仕贤 龚蓓苾
董圆圆 梅葆玖
汪精卫 汪文惺
郑中基 蔡卓妍
郑中基 杨千嬅
郑中基 余思敏
高少亭 张世麟
高少亭 李少楼
王幼卿 王瑶卿
罗倩文 张国立
吴绮莉 吴卓林
吴绮莉 成龙
张庆林 王卫红
张庆林 徐展
张庆林 赵玉芳
张庆林 杨东
张庆林 王权红
张庆林 李红
张庆林 曹贵康
张庆林 史慧颖
茹绍荃 茹富兰
崔少奎 崔兰田
蔡元培 王昭
蔡元培 林文铮
蔡元培 周峻
蔡元培 黄仲玉
蔡元培 蔡威廉
全智贤 张赫
肖桂云 李前宽
李敖 王小屯
李敖 李文
李敖 胡茵梦
李敖 王尚勤
韩乔生 王小峰
赵一楠 赵本山
赵一楠 赵一涵
马三立 高笑林
马三立 连笑昆
马三立 马志良
马三立 刘奎珍
马三立 周德山
马三立 王凤山
马三立 侯宝林
马三立 阎笑儒
周美青 马唯中
周美青 马莉君
古晨 孙悦
李宝英 赵显宰
贾宝玉 薛宝钗
贾宝玉 贾政
贾宝玉 王夫人
秋瑾 王子芳
秋瑾 秋寿南
秋瑾 王灿芝
秋瑾 秋誉章
朱永棠 张柏芝
杜笃之 杜均堂
弗朗西斯 姚明
雒芊芊 雒启珂
雒芊芊 景涛
雒芊芊 陈天桥
齐秦 方美芳
齐秦 孙丽雅
齐秦 王祖贤
齐秦 方伟
齐秦 朱时茂
蒋蓉 蒋鸿泉
丁子高 杨千嬅
丁子高 丁永方
丁子高 丁子杰
郭靖 郭破虏
郭靖 郭芙
郭靖 洪七公
郭靖 耶律齐
荣少昌 刘连玉
黄秋燕 李苔蜜
黄秋燕 黄伯寿
金开芳 张志广
金开芳 熊氏
金开芳 金文善
鲁伟鼎 鲁冠球
王姬 高峰
王姬 高晓飞
王姬 高晓天
上官小妹 刘弗陵
上官小妹 霍光
文亮臣 罗福山
梁稳根 梁冶中
黄志忠 孙红雷
黄志忠 何音
吴君玉 吴新伯
允浩 韩庚
允浩 赵晨浩
允浩 吴尊
张译 钱琳琳
张译 兰晓龙
武敦儒 武三娘
武敦儒 郭破虏
武敦儒 郭芙
武敦儒 武三通
武敦儒 武修文
武敦儒 郭靖
朱德群 吴冠中
朱德群 林风眠
刘肥 刘邦
刘肥 刘仲
张会 王濛
张会 孙琳琳
张会 刘秋宏
何政军 范雨
周汤豪 蔡依林
周汤豪 周禹侯
万宝宝 万里
张博宇 张丰毅
张博宇 吕丽萍
文震孟 文徵明
文震孟 姚希孟
侯玉兰 李少春
刘山丽 华世香
洪战辉 宋娜杰
吴伯雄 吴鸿麒
吴伯雄 吴鸿麟
阮若珊 黄宗江
陈志朋 吴奇隆
陈志朋 苏有朋
高德明 高闻元
费翠棠 马潮水
郑渊洁 郑亚旗
郑渊洁 郑洪升
成钧 余秋里
成钧 赵启民
成钧 张云逸
成钧 贺龙
成钧 宋恩光
陈涌泉 陈子贞
赵子龙 赵统
赵子龙 张飞
王子文 王朔
刘爱琴 刘允斌
陈香梅 陈纳德
陈香梅 廖承志
陈香梅 廖凤舒
许连捷 施文博
许连捷 许书典
关肃霜 林燕
关肃霜 李丽
关肃霜 王韵武
关肃霜 梅兰芳
关肃霜 李佩红
关肃霜 徐敏初
石玉明 袁生木
贾探春 贾政
吉粉花 刘学根
柳如是 钱谦益
孝庄 皇太极
贺捷生 蹇先任
羽田孜 羽田雄一郎
羽田孜 羽田武嗣郎
郑芝龙 郑芝虎
郑芝龙 郑芝豹
孙亮 孙权
花五宝 张庞氏
陈坚红 王志文
贾丽川 胡喜禄
陈青远 陈仲山
陈青远 陈丽洁
陈青远 陈丽君
穆铁柱 王专红
穆铁柱 穆桐
田归农 南兰
柴绍 平阳公主
柴绍 李渊
蒋中正 毛福梅
蒋中正 宋美龄
蒋中正 蒋经国
李立山 高元钧
潘基文 柳淳泽
赵涛 贾樟柯
旷伏兆 许更生
何珈好 保剑锋
李德钖 周德山
朱作舟 尚和玉
王淑贞 王守武
王淑贞 倪葆春
杨亚洲 杨博
张兰 田益宾
张兰 汪则翰
张兰 徐熙媛
傅娟 欧阳龙
傅娟 欧阳娜娜
冯亦代 黄宗英
冯亦代 楼文光
冯亦代 郑安娜
沈寿林 强月泉
沈寿林 周钊泉
王元龙 王次龙
潘光旦 沈恩佩
岑春煊 岑毓英
张蓉芳 胡进
后羿 嫦娥
王璐瑶 李辙
王璐瑶 路瑰迎
王璐瑶 王戈情
耿永山 耿永福
耿永山 耿永清
陶喆 林韦君
和硕和恪公主 令妃
张苞 张遵
张苞 张飞
杨过 欧阳锋
杨过 郭靖
杨过 杨康
杨过 穆念慈
孔祥熙 孔令侃
孔祥熙 宋子文
孔祥熙 孔令杰
孔祥熙 宋蔼龄
孔祥熙 孙中山
孔祥熙 孔令仪
孔祥熙 蒋介石
王文澜 倪萍
孙虑 孙权
孙虑 顾雍
常东升 常达为
常东升 翁启修
常东升 林起凯
常东升 东起
郑咏恩 官晶华
郑咏恩 郑安仪
邓榕 贺平
邓榕 贺彪
波什 詹姆斯
管笑笑 杜勤兰
吴英华 吴鉴泉
吴英华 马岳梁
达尔文 威廉
佐藤信二 佐藤荣作
哪吒 太乙真人
哪吒 金吒
哪吒 李靖
三浦贵大 三浦佑太郎
贾惜春 贾珍
黄子珈 赵胤胤
黄子珈 朴树
刘仲容 赵守钰
刘仲容 刘承烈
刘仲容 赵祥锭
孙怡云 罗百岁
孙怡云 孙甫亭
小筱月珍 筱月珍
小筱月珍 筱文滨
王怡仁 周杰伦
王怡仁 张育汉
邓绥 汉和帝
邓绥 邓禹
周恩来 万冬儿
周恩来 邓颖超
窦尔博 梁咏琪
孟海 林正英
李邈 李邵
张煌言 郑成功
胡林翼 陶静娟
胡林翼 胡达源
李彩桦 潘启翀
李彩桦 王傲山
黄廷方 黄志祥
陈中 张美
陈中 陈新生
林庚 林宰平
何猷启 何鸿燊
何猷启 何超莲
何猷启 陈婉珍
高秀敏 赵本山
高秀敏 何庆魁
马海生 黄韵玲
时小福 陈德霖
时小福 陈鸣喜
孙之俊 孙燕华
林月琴 罗荣桓
汪圆圆 甄子丹
汪圆圆 汪诗诗
汪圆圆 方振文
森喜朗 智慧子
胡汉民 胡木兰
胡汉民 陈淑子
靓少佳 谭杰南
陈富年 陈彦衡
林徽音 林长民
凤凰女 麦炳荣
凤凰女 紫兰女
汉光武帝 刘縯
周海婴 周宁
周海婴 周景轩
周海婴 张纯华
周海婴 马新云
周海婴 车晓林
周海婴 田中正道
李湘 王诗龄
茹富蕙 茹富兰
利智 李连杰
陆小曼 刘海粟
陆小曼 吴曼华
陆小曼 陆荣昌
陆小曼 王庚
陆小曼 徐志摩
荣剑尘 谢舒扬
荣剑尘 金维源
荣剑尘 明永顺
刘国梁 陈世瑶
刘国梁 王瑾
荀子 李斯
荀子 韩非
荀子 张苍
陈剑 张艺谋
陈剑 陈婷
张春秋 梅兰芳
洪天照 洪金宝
菩提祖师 孙悟空
张震 张国柱
董翠娜 张学浩
董翠娜 张君秋
吴晗 袁震
吴晗 吴懋环
吴晗 吴春曦
吴晗 吴瑸珏
吴晗 蒋山荫
唐高宗 长孙无忌
唐高宗 武则天
唐高宗 唐太宗
曾馨莹 郭台铭
戴国恒 鲜牡丹
戴国恒 唐福广
英若诚 英达
英若诚 蔡葆真
英若诚 英若娴
英若诚 英敛之
英若诚 蔡儒楷
刘山永 刘衡如
张云溪 袁世海
张云溪 迟景昆
李国静 杨秋玲
李国静 杜近芳
李国静 杨荣环
阎维文 阎晶晶
阎维文 李禾禾
阎维文 刘卫星
李沛文 林孔湘
李沛文 苏美霞
姚莹莹 张锦程
武三通 武修文
王度庐 李丹荃
筱俊亭 小筱俊亭
何猷佳 何鸿燊
何猷佳 梁安琪
冯钰棋 王学兵
张惠妹 张惠春
孙权 孙亮
钱阿四 姚宝香
时青山 时小福
程莉莎 郭晓冬
程莉莎 程子珊
高云翔 董璇
张大千 张善子
盛品儒 吕晶晶
孙休 孙权
张亚雯 魏轶力
娇杏 贾雨村
李济深 李沛金
李济深 李沛瑶
荣文蔚 阮伟文
丁绪贤 丁光生
万连堂 王琦
蔡锷 蔡端
蔡锷 小凤仙
杨东虎 李长春
劳德诺 令狐冲
劳德诺 陆大有
劳德诺 岳不群
劳德诺 岳灵珊
劳德诺 左冷禅
唐杰忠 姜昆
唐杰忠 刘宝瑞
陈布达 陈佩斯
彭发 彭顺
罗宝文 罗旭瑞
闫妮 邹元清
蔡葆真 蔡凤
蔡葆真 英千里
蔡葆真 邓颖超
蔡葆真 蔡儒楷
容永道 梁士诒
周柳萍 谢建丰
曹薰铉 郑美和
孔继宁 李敏
孔继宁 孔从洲
孔继宁 贺子珍
孔继宁 毛泽东
邢岫烟 邢夫人
江钰源 欧凤珍
班彪 班昭
班彪 班固
班彪 班超
刘玄 刘子张
陈鲁豫 朱雷
张彭春 张新月
张彭春 张明珉
张彭春 张伯苓
高晓攀 尤宪超
石田雨龙 井上织姬
邢李源 林青霞
查传倜 金庸
刘青云 郭蔼明
马鸿宾 马福寿
马鸿宾 马普仁
济尔哈朗 舒尔哈齐
孔令谦 孔伯华
孔令谦 孔少华
威廉王子 戴安娜
威廉王子 查尔斯王储
莫叶 莫人英
张增友 张少佐
张文霞 田立禾
张文霞 刘春慧
陈怀皑 陈凯歌
哀帝 唐昭宗
松平健太 水谷隼
邱议莹 李永得
李名强 李祖彝
水岛宏 绚香
张琼姿 郭泰源
张琼姿 张琼玲
张琼姿 张琼瑶
张琼姿 郭思瑜
朱慧珍 邢峰
朱慧珍 朱安婕
宗毓华 马碧兰
宗毓华 傅履仁
连惠心 连方瑀
连惠心 连胜文
张琳 李小娜
薄谷开来 薄熙来
薄谷开来 薄瓜瓜
博尔特 Davis
博尔特 Bolt
司徒慧聪 萧楷成
李苦禅 李慧文
Selina Ella
Selina Hebe
Selina 张承中
黄俊钦 黄光裕
小S 许庆祥
小S 徐熙媛
小S 蔡康永
小S 汪小菲
小S 许雅钧
小S 徐坚
佘太君 杨业
杨蕊 林志颖
唐玉成 冯垛
唐玉成 杨启超
唐玉成 朱勤堂
唐玉成 刘忠河
张灵甫 王玉龄
张灵甫 张居礼
张灵甫 张道宇
方美芳 齐秦
王祖蓝 李亚男
沈春阳 小沈阳
傅志清 傅天正
傅志清 傅腾龙
沈健谨 沈金波
吕大防 吕大忠
吕大防 吕大钧
陶湘如 张寿臣
卢小玉 周明娟
傅汉思 张充和
陈嘉桓 杜宇航
张金梁 张春彦
任达华 琦琦
晋成帝 司马岳
徐德亮 张文顺
徐德亮 郭德纲
日向宁次 鸣人
胡适 胡祖望
胡适 江冬秀
胡适 胡传
胡适 曹诚英
胡适 梁实秋
胡适 胡思杜
胡适 韦莲司
徐峥 陶虹
小室哲哉 吉田麻美
贾廷聚 申小梅
贾廷聚 胡希华
贾廷聚 唐喜成
黎健图 黎洪模
黎健图 徐静斐
蔡尚思 梁启超
蔡尚思 蔡元培
蔡尚思 柳诒征
蔡尚思 王国维
张小燕 彭国华
张小燕 贝镇坤
张小燕 张菲
王昌虎 王云泉
王昌虎 王乃水
白歆惠 郑元畅
白歆惠 毛加恩
白歆惠 陈乔恩
慕容德 慕容超
慕容德 慕容垂
慕容德 公孙氏
谭娜 谭世秀
梁思永 林徽因
孙海英 吕丽萍
唐廷枢 郑观应
高英姬 金正哲
高英姬 金正恩
高英姬 金正日
朱安婕 邢峰
左小青 陈道明
杨宪益 戴乃迭
杨振铎 杨澄甫
张舒涵 陈田
张亚东 窦颖
谢婷婷 谢霆锋
谢婷婷 谢贤
谢婷婷 安志杰
谢婷婷 谢振南
谢婷婷 狄波拉
于七 于景元
张宝全 王秋杨
廖仲恺 何香凝
廖仲恺 廖凤舒
廖仲恺 廖承志
廖仲恺 廖晖
廖仲恺 许崇清
李小林 李先念
郭守敬 张文谦
郭守敬 郭荣
郭守敬 刘秉忠
徐伯阳 徐悲鸿
徐伯阳 蒋碧微
徐伯阳 徐静斐
梁从诫 梁启超
梁从诫 梁再冰
那海 恰卡
孔令文 小林清芽
孔令文 孔祥明
欧阳予 袁宁
汉明帝 阴丽华
王光英 刘少奇
杨振铭 杨澄甫
赵志刚 尹桂芳
赵志刚 茅威涛
林子萱 刘至翰
林子萱 谷德昭
林子萱 杨正
刘表 刘琮
刘表 蔡氏
范宝亭 刘奎官
蓝心湄 郭彦均
蓝心湄 蓝宜慧
邵飘萍 汤修慧
杜月笙 杜维善
杜月笙 杜维藩
杜月笙 杜文卿
杜月笙 沈月英
杜月笙 杜美如
杜月笙 孟小冬
曹峻 曹玹
田中角荣 女
张成泽 金正日
张成泽 金敬姬
张成泽 金日成
邱羿霖 孙道存
夏金桂 薛蟠
章遏云 邵佩瑜
章遏云 古爱莲
邓世昌 邓焕庄
邓世昌 邓秀蝉
邓世昌 邓浩洪
邓世昌 邓立英
武田信玄 武田胜赖
丁慧 郁建秀
许玮伦 杨丞琳
许玮伦 李威
许玮伦 林依晨
郭少安 王泳泉
连胜武 连惠心
连胜武 路永佳
连胜武 连战
赵连喜 赵雅蓉
赵连喜 崔玉柱
许昱华 刘菁
左宗棠 咸丰
秦沛 尔冬升
秦沛 红薇
秦沛 姜文杰
萧乾 文洁若
卫子夫 卫青
